index,name,duration_ms,popularity,num_markets,album,disc_number,is_explicit,track_number,release_date,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,lyrics,region
3,Self Care,345133,77,78,Swimming,1,True,5,2018-08-03,Mac Miller,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,4,"[Part I: Self Care]

[Intro: Mac Miller]
Mhm, mhm
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah
Dollars

[Chorus: Mac Miller]
I switched the time zone, but what do I know?
Spendin' nights hitchhikin', where will I go?
I could fly home, with my eyes closed
But it be kinda hard to see, that's no surprise though
And you could find me, I ain't hidin'
I don't move my feet when I be glidin'
I just slide in and then I roll out

[Verse 1: Mac Miller & JID]
Yeah, well, climbing over that wall, mm (Yeah, wall, wall)
I remember, yes I remember, yes I remember it all
Swear the height be too tall (Yeah), so like September I fall
(Down, down, down) Down below, now I know that the medicine be on call, yeah (Gimme, gimme, gimme, gimme, gimme, gimme)
It's feelin' like you hot enough to melt, yeah (Melt, yeah)
Can't trust no one, can't even trust yourself, yeah (-Self, yeah)
And I love you, I don't love nobody else, yeah (Else, yeah)

[Pre-Chorus: Mac Miller & JID]
Tell them they can take that bullshit elsewhere (Yeah)
Self care, I'm treatin' me right, yeah
Hell yeah, we gonna be alright (We gon' be alright)

[Chorus: Mac Miller]
I switched the time zone (Yeah), but what do I know? (Yeah)
Spendin' nights hitchhikin', where will I go?
I could fly home (Yeah), with my eyes closed (Yeah)
But it be kinda hard to see, that's no surprise though
And you could find me (Yeah), I ain't hidin' (Yeah)
I don't move my feet when I be gliding
I just slide in (Yeah) and then I roll out

[Interlude: Devonté Hynes]
Been on the road, I don't see it
Out on the road, I don't see where I'm going

[Verse 2: Mac Miller & JID]
Yeah, I been reading them signs (Wow, yeah, yeah, yeah, yeah)
I been losin' my, I been losin' my, I been losin' my mind, yeah (Yeah)
Get the fuck out the way ('Kay), must be this high to play ('Kay)
It must be nice up above the lights
And what a lovely life that I made, yeah (Uh)
I know that feelin' like it's in my family tree, yeah (Wow)
That Mercedes drove me crazy, I was speedin'
Somebody save me from myself, yeah

[Pre-Chorus: Mac Miller]
Tell them they can take that bullshit elsewhere
Self care, we gonna be good
Hell yeah, they lettin' me go-o-o-o-o-o-o-o

[Chorus: Mac Miller]
I switched the time zone (Yeah), but what do I know? (Yeah)
Spendin' nights hitchhikin', where will I go? (Yeah)
I could fly home (Yeah) with my eyes closed (Yeah)
But it be kinda hard to see, that's no surprise though (Yeah)
And you could find me (Yeah), I ain't hidin' (Yeah)
I don't move my feet when I be glidin' (Yeah)
I just slide in (Yeah) and then I roll out

[Part II: Oblivion]

[Intro: Mac Miller]
I didn't know, I didn't know
I didn't know, I didn't know, hey
Well, didn't know what I was missing, now I see a lil' different
I was, thinking too much, got stuck in oblivion, yeah, yeah
Oblivion, yeah, yeah, oblivion, yeah, yeah
I got all the time in the world, so for now I'm just chilling
Plus I know it's a, it's a beautiful feeling, in oblivion, yeah, yeah
Oblivion, yeah, yeah, oblivion, yeah, yeah

[Verse: Mac Miller]
Yeah, okay I ride around my city when I come home, yeah
The sun set quickly then get up slow, yeah
I disconnect and upload
Watch it spin around, we just spinnin' round, yeah
Let's go and travel through the unknown, yeah
We play it cool, we know we fucked though, yeah
You keep on sayin' you in love so
Tell me are you really down? Are you really down? Yeah
Let's go back to my crib and play some 45's
It's safer there, I know there's still a war outside
We spend our nights all liquored up, our mornings high
Can you feel it now?

[Outro: Mac Miller]
Oblivion, yeah, yeah
Oblivion, yeah, yeah, yeah, yeah, yeah, yeah, yeah
Oblivion, yeah, yeah, oohhh
I got all the time in the world, so for now I'm just chilling
Plus, I know it's a, it's a beautiful feeling, in oblivion, yeah, yeah
Oblivion, yeah, yeah, oblivion, yeah, yeah",eastcoast
4,Wings,250120,68,78,Swimming,1,True,6,2018-08-03,Mac Miller,0.656,0.33,8,-8.771,1,0.162,0.818,0.00386,0.107,0.349,119.057,4,"[Intro]
Yeah
Well

[Verse 1]
I got a bone to pick like roses (Roses)
I ain't feelin' broken no more
Balled a fist, they gossiping, I notice
Talkin' shit, I wander through the motives
Wonder who the fuck I'm supposed to be
I ain't worried now 'til I leave
I'm just tryna ride and feel the breeze
With something bad beside n' next to me
Wind in my face, don't stop now when it feels so great
You can run 'til you slip on the sidewalk
And the same bone that you picked gon' break, that's a motif (That's a motif)
Yeah, when it's comin' right back, so familiar, never been realer
Never felt so damn good where I'm at
I don't know what it's all about
Runnin' through too many thoughts to count (That's way better)
Still ain't addin' up, I'll let you know when I've had enough, yeah
Yeah, well

[Pre-Chorus]
I'd put some money on forever, but I (Hey)
Don't like to gamble on the weather, so I
Just watch while
The sun is shinin', I can look at the horizon
The walls keep gettin' wider, I just hope I never find 'em, I know
Hey

[Chorus]
These are my wings, these are my wings, yeah
These are my wings, yeah, well

[Verse 2]
Movin' so fast, the clock look slow (Slow)
Water my seeds 'til the flower just grow, yeah
Love so much that my heart get broke
I don't really know how the normal shit go, so
I guess I just play it by ear, silence is all that I hear
Listenin' close as I can
Growin' up (One, two, three) jump
Nobody holdin' my hand though
Trust is a problem, never knew how
Yeah, that's why I just keep to myself
Get what I need, and I be out (Please tell me)
Who can surf the universe with me?
Lucifer is human, so are we
All I ever want is what I need
And that don't include your time and company
Follow me, we on the up and up
Remember when I owed a hundred bucks?
Now, I look around like, ""What the fuck?""
If you don't fuck with me, you fuckin' up

[Pre-Chorus]
I know I need to watch my temper, so I
Don't ever gamble on the weather,but I
Just watch while the
The sun is shinin', I can look at the horizon
The walls keep gettin' wider, I just hope I never find 'em, no, no
Yeah, well

[Chorus]
These are my wings, these are my wings
These are my wings",eastcoast
5,Ladders,287040,74,78,Swimming,1,True,7,2018-08-03,Mac Miller,0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,4,"[Chorus]
Somehow we gotta find a way
No matter how many miles it takes
I know it feels so good right now
But it all come fallin' down
When the night, meet the light
Turn to day
Can't stop, yeah, you won't stop
I know just how that feel
When you're on top, 'til the ball drop
You've never seen it be so real
It feels so good right now
But it all come fallin' down
When the night, meets the light
Turn to day

[Verse 1]
Feel it a little, feel it a lot
I'm swimmin' a bit, but deeper in thought
Keepin' my head on top of my shoulders
Into some shit, I'm out of the box
This the level I'm on
Needin' it all right now when forever is gone
Baby, the weather is strong
Whether it's hot or cold
I'm comin', knockin' on your door
Well, I'ma, I'ma maintain, I'm stayin' so high
Put the ladder all the way up 'til we touchin' the sky
And you know you're dead wrong, you're in love with a lie
All I, all I, all I wanna do is free your mind
We don't see no lines, we don't color inside
It's a very small world, we don't fuck with the size
Yeah, see the bigger picture when it's beneficial
Lovin' how I catch you
Blow the whistle when you run out of time
Yeah, wakin' up I open up my eyes
Do you mind if I blow your mind?
A little closer, baby, don't be shy
Why you worried that it's gon' be fine?
I guess it's that kinda day
It's really all I'm tryna say
We don't have a lot of time to waste
Somehow we gotta find a way

[Chorus]
Somehow we gotta find a way
No matter how many miles it takes
I know it feels so good right now
But it all comes fallin' down
When the night, meet the light
Turn to day

[Refrain]
I wouldn't wait forever
Just shoot your shot
We don't need no more, no extras
We all we got

[Instrumental Bridge]

[Verse 2]
Yeah, yeah
All the- lights flickerin', hittin' the right switches
I'm livin' this life different and missin' the flight bullshittin'
I had a plan to change, you can't stand the rain
Little delay, but I came and you're cool with it
I don't trip, flip or lose my grip
And I don't know it all, but I do know this
Before you know me, better know self
I've been in this shit so long that it don't smell
I turn the hotel to a castle
Livin' like a king for a grand
I don't do nothin', that's a hassle
Besides, even that castle's made of sand
Just might slip into the sea
Fuck it all, if it all ain't me
Maybe we inside the maze
Somehow, we gotta find a way, okay

[Chorus]
Somehow we gotta find a way
No matter how many miles it takes
I know it feels so good right now
But it all comes fallin' down
When the night, meet the light
Turn to day

[Refrain]
I wouldn't wait forever
Just shoot your shot
We don't need no more, no extras
We all we got

[Instrumental Outro]",eastcoast
6,Small Worlds,271733,67,78,Swimming,1,True,8,2018-08-03,Mac Miller,0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267,4,"[Part 1]

[Intro]
Yeah, yeah

[Chorus]
The world is so small 'til it ain't, yeah
I'm building up a wall 'til it break
She hate it when I call and it's late
I don't wanna keep you waiting
I hope I never keep you waiting, yeah

[Verse 1]
I think I know it all but I don't
Why you always at the mall when you broke? Yeah
And I just wanna ball
Maybe dunk but I've never been tall, yeah
I might trip, I never fall
God knows I've came close (Don't try this at home)
I know I probably need to do better, fuck whoever
Keep my shit together
You never told me being rich was so lonely
Nobody know me, oh well
Hard to complain from this five star hotel
I'm always in a rush, I've been thinking too much but
Keep it on the hush, no one need to know, just us
That's really all it takes
We don't need nothing but today (Day), today (Day)
Today (Day), today (Day)

[Chorus]
The world is so small 'til it ain't ('Til it ain't, 'til it ain't, 'til it ain't)
I'm building up a wall 'til it break ('Til it break, 'til it break, 'til it break)
She hate it when I call and it's late (And it's late, and it's late)
I don't wanna keep you waiting (I don't wanna keep you waiting)
I hope I never keep you waiting (I hope I never keep you waiting)

[Bridge]
Woo (Yeah, yeah, yeah, yeah, yeah, yeah, yeah)
Woo (Yeah, yeah, yeah, yeah, yeah, yeah, yeah)
Woo (Yeah, yeah, yeah, yeah, yeah, yeah, yeah)
Woo (Yeah, yeah, yeah, yeah, yeah, yeah)

[Verse 2]
Yeah, I got a bad attitude, playing 'til I'm out of moves
No need for shame, I get more peace at slow speeds
Go beat the game, young control freak
It's cold in my veins, I'm below freezing, snow season (Made me)
They know that I so need my space
Don't wanna grow old so I smoke just in case
She say that I glow below the waist
And the stroke is just so PGA
All I got is a little bit of space and time
Drawing shapes and lines of the world we made
Tomorrow may be right around the corner
But I swear it's gon' be worth it if I make you wait
There's somewhere above, you keep reaching up
That's really all it takes
We don't need nothing but today (Day), today (Day)
Today (Day), today (Day)

[Chorus]
The world is so small 'til it ain't  ('Til it ain't, 'til it ain't, 'til it ain't, 'til it ain't)
I'm building up a wall 'til it break ('Til it break, 'til it break, 'til it break)
She hate it when I call and it's late (And it's late, and it's late, and it's late)
I don't wanna keep you waiting (I don't wanna keep you waiting)
I hope I never keep you waiting

[Part 2]

[Verse 3]
Yeah, nine times out of 10 I get it wrong
That's why I wrote this song, told myself to hold on
I can feel my fingers slippin'
In a motherfuckin' instant, I'll be gone
Do you want it all if it's all mediocre?
Staring at the wall and the wall's full of posters
Lookin' at my dreams, who I wanna be
I guess you gotta see it to believe
Oh, I been a fool but it's cool, that's what human beings do
Keep your eyes to the sky, never glued to your shoes
Guess there was a time when my mind was consumed
But the sun coming out now, clouds start to move
Don't tell me nothing but the truth
I'm tired, I don't gotta spare a second
Win or lose, win or lose
I don't keep count, nobody checkin'",eastcoast
7,Conversation Pt. 1,210253,64,78,Swimming,1,True,9,2018-08-03,Mac Miller,0.787,0.472,6,-10.032,0,0.113,0.64,5.22e-05,0.11,0.264,144.998,4,"[Chorus]
We ain't on the same shit, no way
You ain't from my planet we don't speak the same language
This is an occasion, ain't it?
I'm feeling good and they hate it
Shit I don't recognize these faces
Yeah, where you from who you came with?
I started in the basement
Made it way above the top, now I'm in the spaceship
In a spaceship, shit is spacious

[Verse 1]
Swear your life is basic
All you do is sit around the house you getting faded
That ain't entertainment, yeah
You missin' every single shot that you ain't takin'
Hey kid, you can use a little bit of your imagination
It can do you right improve a life you busy wastin'
Said it's your money if you make it
Otherwise it's just a conversation

[Bridge 1]
Okay, why you always hatin'?
Lacin' up my sneakers I be running out of patience
Yeah, it ain't your money 'till you make it
Otherwise, it's just a conversation

[Chorus]
We ain't on the same shit, no way
You ain't from my planet we don't speak the same language
This is an occasion, ain't it?
I'm feeling good and they hate it
Shit I don't recognize these faces
Yeah, where you from who you came with?
Started in the basement
Made it way above the top, now I'm in the spaceship
In the spaceship, shit is spacious

[Verse 2]
Everybody famous, everybody wild, everybody dangerous
Get a couple dollars now they actin' strange
Now they wanna give a couple statements
When you really about it you don't say shit
Pocket full of aces
Take over my city yeah that's really home invasions
All my homies with me gettin' busy no vacations
They ain't on my wave but they wavin’
Stop boy you runnin' through your savings

[Bridge 2]
Yeah, I just feel amazing
My head up in the clouds but my feet be on the pavement, yeah
It ain't your money 'till you make it
Otherwise, it's just a conversation

[Chorus]
We ain't on the same shit, no way
You ain't from my planet we don't speak the same language
This is an occasion, ain't it?
I'm feeling good and they hate it
Shit I don't recognize these faces
Yeah, where you from who you came with?
Started in the basement
Made it way above the top, now I'm in the spaceship
In the spaceship, shit is spacious",eastcoast
8,Dunno,237093,67,78,Swimming,1,True,10,2018-08-03,Mac Miller,0.622,0.229,1,-11.322,1,0.0445,0.768,0.00906,0.134,0.0998,81.87,4,"[Intro]
Yeah
Hmm-hmm
Hmm-hmm
Yeah

[Verse 1]
She do whatever she like
And that just don't seem right, yeah
Make people so mad, yeah
And they want her so bad, hm, well
We was fuckin', almost missed my flight
I wasn't even trippin', I said, ""It's all right,"" yeah
Goddamn, we was hit last night
Wouldn't you rather get along? Wouldn't you rather get along?
You was coughin' when you hit my weed
But I've never seen you feel that free
So cute, you wanna be like me
Wouldn't you rather get along? Wouldn't you rather get along?

[Chorus]
Until, until, there is no longer
Let's get lost inside the clouds
And you, you don't gotta work harder girl
I can calm you down, yeah

[Verse 2]
Well I was busy when you hit my phone
But you miss me, tell me come back home, yeah
You don't really like to sleep alone
But I'm takin' too long, I'm always takin' too long
Baby we don't need a trip, we could be right here
When the shit get weird, we could switch up gears
I wanna see them lips, kissin' ear to ear
I wanna hear your song
Ooh, I wanna feel just how you feel
Touch it one more time so I know you're real
We could spin that wheel, wouldn't you rather get along?

[Chorus]
Until, until, there is no longer
Let's get lost inside the clouds
And you, you don't gotta work harder
I can calm you down

[Outro]
I think we just might be alright, thank God
I think we're gonna be alright, alright, okay
Hold me close, don't hold your breath
That's really your favorite, I know",eastcoast
9,Jet Fuel,345213,68,78,Swimming,1,True,11,2018-08-03,Mac Miller,0.791,0.557,7,-9.622,0,0.0698,0.54,0.0,0.103,0.284,119.973,4,"[Part I]

[Intro]
Stopper, to every DJ, dem haffi talk to me proper
Mi come a dancehall, mi a go kill you with di lingua
Galang Cutty Ranks 'cause you full up of a stamina
Anyweh me go, Lord, a roots and culture
One man me praise, a di Almighty, Jah Jah
Jah Jah give me strength and him give me di power
That's why Cutty Ranking, full up of stamina
Come a dancehall, mi a go kill you with di...

[Verse 1]
Yeah, used to wanna be a superhero
Flyin' 'round with a cape catching bad guys
Now my head underwater
But I ain’t in the shower and I ain’t getting baptized
To the good and the bad times (bad times)
All the cuts, broken bones, and the black eyes (black eyes)
Young motherfucker with a mad mind
Made a couple million off of rap lines
Y’all can’t tell me nuttin' no more
Came from the basement under that floor
You don’t come close, y’all don’t even know I’m the G.O.A.T
Y’all don’t need to know how I go
'Cause I know what you want
All I wanna do is the most
Backflip off the rope, sky hook when I’m in the post
Yeah, my girl too clutch to choke (hmm)
And I ain’t calling it quits
You can build a wall with your bricks
While I keep talking that shit, it’s like this (hmm)
Liquor still in my cup (my cup)
Get faded when I wake up (wake up)
'Cause everything is too much (too much)
So what? (So what?)

[Pre-Chorus]
Woke up this morning
With a bright idea (smoke)
Maybe I can exist
Forever right here (let it run)
Yeah

[Chorus]
Okay, okay, well I'ma
Be here for a while, longer than I did expect to
I was out of town, gettin' lost 'til I was rescued
Now I’m in the clouds, come down when I run out of jet fuel
But I never run out of jet fuel
Well I'ma be here for a while, longer than I did expect to
I was out of town, gettin' lost 'til I was rescued
Now I'm in the clouds, come down when I run out of jet fuel
But I never run out of jet fuel

[Verse 2]
Hundred-twenty on a car that I don't whip
I don't even pull it up the driveway
Throwin' up shots like I don't miss
Never put a limit on the high stakes
Try to pull my card tell them ""Go Fish""
You ain't gonna find a lie in my face
I pick it up and let it go quick
They wanna get pussy from my—(Uh, oh)
Yeah I don't say nothing that I don't know
Jumping out the womb wearing Polo
Everybody wanna jump in but I'm old school, lone wolf, took 'em off solo
Yeah, I don't need nobody (I don't need nobody!)
I don't need to be nobody (I don't need to be nobody!)
I'm just doing my thing
Kick it at the crib, I don't see nobody, no
So over there with that bullshit
We don't need it on this side
I'm pulling up in that new shit
You always whippin' that dick ride
I demand your respect
I won't share my connect (no)
Lets get this clear, I am here
I don't care who got next, young vet
Feeling like they forget, I let it slide, this time
Like 25 years I've been high and no less (yes)
Shit, I know, I don't guess
Rather glow, I won't stress
Better say that shit with your chest

[Chorus]
Okay, okay, well I'ma
Be here for a while, longer than I did expect to
I was out of town, gettin' lost 'til I was rescued
Now I’m in the clouds, come down when I run out of jet fuel
But I never run out of jet fuel
Well I'ma be here for a while, longer than I did expect to
I was out of town, gettin' lost 'til I was rescued
Now I'm in the clouds, come down when I run out of jet fuel
But I never run out of jet fuel

[Part II: Now Is Only Now]
Fate in your hands
While you're waitin' for me
I'm already there
Fallin' in deep
Now is only now
Head back to the ground, dear",eastcoast
10,2009,347986,70,78,Swimming,1,True,12,2018-08-03,Mac Miller,0.533,0.496,6,-9.363,0,0.517,0.77,0.000164,0.0969,0.173,155.158,4,"[Intro]
Yeah
Eric
Well

[Chorus]
I don't need to lie no more
Nowadays all I do is shine, take a breath and ease my mind
And she don't cry no more
She tell me that I get her high 'cause an angel's s'posed to fly, and...
I ain't askin' ""Why?"" no more
Oh, no, I take it if it's mine, I don't stay inside the lines
It ain't 2009 no more
Yeah, I know what's behind that door

[Verse 1]
Yeah, okay you gotta jump in to swim
Well, the light was dim in this life of sin
Now every day I wake up and breathe
I don't have it all but that's all right with me
Take it nice and easy, took a flight to see me
Send you back home with a light that's beamin'
The whole team 'bout to figure it out
We ice cold, that's what winter about
And sometimes, sometimes I wish I took a simpler route
Instead of havin' demons that's as big as my house, mhmm
Have a ball with a dribble and bounce
'Cause the party ain't over 'til they're kickin' me out, yeah
Isn't it funny? We can make a lot of money
Buy a lot of things just to feel a lot of ugly
I was yea high and muddy
Lookin' for what was lookin' for me

[Chorus]
But I don't need to lie no more
Nowadays all I do is shine, take a breath and ease my mind, and
She don't cry no more
She tell me that I get her high 'cause an angel's s'posed to fly, and...
I ain't askin' ""Why?"" no more
Oh, no, I take it if it's mine, I don't stay inside the lines
It ain't 2009 no more
Yeah, I know what's behind that door

[Verse 2]
Yeah, they ask me what I'm smilin' for
Well, because I've never been this high before
It's like I never felt alive before
Mhmm, I'd rather have me peace of mind than war
See me and you, we ain't that different
I struck the fuck out and then I came back swingin'
Take my time to finish, mind my business
A life ain't a life 'til you live it, I was diggin' me a hole
Big enough to bury my soul
Weight of the world, I gotta carry my own
My own, with these arms I can carry you home
I'm right here when you scared and alone, and I ain't never in a hurry
You don't ever gotta worry
Even when it's 7:30 and the time is runnin' low
When your heart get cold
See what's behind all them unturned stones
And I'm a pro when it come to my job
But really I'm just tryna start believin' in God
Now when it gets hard
I don't panic, I don't sound the alarm

[Chorus]
Because I don't need to lie no more
Nowadays all I do is shine, take a breath and ease my mind, and
She don't cry no more
She tell me that I get her high 'cause an angel's s'posed to fly, and...
I ain't askin' ""Why?"" no more
Oh, no, I take it if it's mine, I don't stay inside the lines
It ain't 2009 no more
Yeah, I know what's behind that door
I don't need to lie no more
Nowadays all I do is shine, take a breath and ease my mind, and
She don't cry no more
She tell me that I get her high 'cause an angel's s'posed to fly, and...
I ain't askin' ""Why?"" no more
Oh, no, I take it if it's mine, I don't stay inside the lines
It ain't 2009 no more
Yeah, I know what's behind that door",eastcoast
11,So It Goes,312960,67,78,Swimming,1,True,13,2018-08-03,Mac Miller,0.576,0.556,0,-6.474,1,0.231,0.812,0.125,0.0943,0.294,148.173,4,"[Intro]
Yeah, yeah, yeah
Um, (What? What’s up)
Yeah, well

[Chorus 1]
You could have the world in the palm of your hand
You still might drop it
And everybody wanna reach inside your pockets
I tell 'em ""red light, stop it""
Shit, that give me more headaches than alcoholics

[Verse 1]
There was nothin' in my wallet, just a lot o' dreamin'
I built a crib on top o' the Promised Land, we'll call it even
Hm, I bring more flavor than all the seasons
Winter, spring, summer, fall, the grass is always greener 'til I cut it all
Please leave me to my studies, I give you no applause
My hands been countin' money, and it's hard to be the boss
But somebody gotta do it (it gets so exhausting)
Often with the bullshit, but, baby, I been through it
Enough for the both of us
So come over later and we won't let no one close to us
We could be posted up
Yeah

[Chorus 1]
Okay, well, you could have the world in the palm of your hand
You still might drop it
And everybody wanna reach inside your pockets
So it goes
It's like, in every conversation, we the topic
This narcissism, more like narcotics
So it goes

[Chorus 2]
Well, everybody gather round
I'm still standing, sit down
Whoa-oh
And I know I been out (and I know I been out)
But now I'm back in town (but now I'm back in town) so I
Show you the ropes
So it goes, so it goes, so it goes
Da, da, da, da, da, da, da, da
Da, da, da, da, da, da, da
So it goes (so it goes)
Da, da, da, da, da, da, da, da
Da, da, da, da, da, da, da, da
So it goes

[Verse 2]
Well, this is a special delivery, comin' to you live with the
Endless artillery, always down to ride
My eyes on the enterprise
Nine lives, never die, fuck a heaven, I'm still gettin' high
Never mind, did I mention I'm
Fine, 'cause her pussy gettin'
Wetter when the weather dry
Clementine, peelin' off
And everyone get left behind
I'm only 5'7'' 'cept I'm feelin' like I'm 7'5""
Damn it, cross planets, interstellar
Never land, not a Jackson, packed with action
So what's happening, my man
No relaxing, kicking back, this ain't exactly in the plan
I can't get no satisfaction, goddamn
They sayin' I been gone too long
I could just tell 'em fuck you, but that come on too strong
My god, it go on and on
Just like a circle, I go back to where I'm from

[Chorus 2]
Well, everybody gather around
I'm still standing, sit down
Whoa-oh
And I know been out (and I know I been out)
But now I'm back in town (but now I'm back in town) so I
Show you the ropes
So it goes, so it goes, so it goes
Da da da da da, da da da
Da da da da da, da da
So it goes (so it goes)
Da da da da da, da da da
Da da da da da da, da da
So it goes",eastcoast
0,English Lane,97285,43,79,Blue Slide Park,1,True,1,2011-11-15,Mac Miller,0.349,0.507,8,-9.501,1,0.0379,0.191,1.16e-06,0.0983,0.228,141.781,4,"[Verse]
Don't even know my schedule, levels reachin' several
Rose petals deliver, make you feel special
They thought the money should've changed it
Slide's still blue why the world keep tryin' to paint it?
When the life around you changes try to keep your sameness
Try to keep your brain maintainin' through the lameness
Sometimes I just wanna go
Back to Blue Slide Park, the only place I call home
I hope it's never all gone, don't think it's ever all gone
Sometimes I just wanna go
Back to Blue Slide Park, the only place I call home
I hope it's never gone, forever long",eastcoast
1,Blue Slide Park,149384,50,79,Blue Slide Park,1,True,2,2011-11-15,Mac Miller,0.626,0.858,7,-5.629,1,0.283,0.0571,0.0,0.276,0.16,95.6,4,"[Verse 1]
Hey, I got these Ray-Ban shades
Kinda look like somethin' Lennon would rock
It seems like now I got a couple bags whenever I shop
Louis shoes, Polo socks, some name brand dumb shit
Logo never make a man, but I'm still blowin' thousands on it
No clue what I'm callin' my album
Fans be at my van screamin', callin' me Malcolm
Never knew the outcome be this much cash now
Bank account lookin' like a George Jung stash house
Young and actin' out, the topics that I rap about
Be varying from politics to bitches pullin' asses out
That's exactly how I do this as a rapper
I'm nuttin' in her mouth you tongue kissin' her after
Daughters' moms kinda want me neutered
But they also want the kid to cum right on their cooter
Have the music soundin' better than guitar tuners
Plus I'm doing shows daily call me John Stewart
So who you know that's iller than Mac Miller and company
It's like I planted money seeds right underneath the fuckin' tree
Now I got a hundred g's so none of y'all can fuck with me
Yeah I said it publically so run and tell your mother, motherfucker
I said run and tell your mother, motherfucker

[Interlude]
Hold up Jerm let me spit the second

[Verse 2]
Hey yo I breeze past haters in the E-class quickly
In deep, did a hundred songs and that’s this week
Shit keeps goin' on and on
We just tryna go bananas like it's Donkey Kong
Yeah, on my grind, always need to work
So I be eatin' good, you be eatin' dirt
If you talkin' shit, you gonna see me smirk
While the DJ be scratchin' til the needles burst
A couple screws probably loose in my head
Holla at my girl, tell her bring that doobie to bed
I'm a regular guy with an irregular life
Except I'm a Lamborghini if it's racin' a bike
Who knew that I can turn turn sound into somethin' so cool
Fresh kids, see me I'm bustin' the moves
Coming in soon to a theater near you
Creep in your kitchen start eating your food
Girls tryna fuck I don't be in the mood
No time for pussy when money in the room
Ohh, I switch flows switch rhythm
Sick spittin', unlimited ammunition

[Outro]
This is Blue Slide Park",eastcoast
2,Party On Fifth Ave.,173516,58,79,Blue Slide Park,1,True,3,2011-11-15,Mac Miller,0.594,0.823,9,-5.21,1,0.332,0.0635,0.0,0.095,0.663,97.101,4,"(Mac Miller - Party On Fifth Ave Cover)...

[Verse 1]:
Still kick raps like karate heroes
Doing things to the highest point, get deniro
JoeyHighGrade, better off workin', never takin' breaks
Got a check with all them zeroes
Played my radio, could be rockin' sooner
All haters and bullies think that I'm a loser
When I show what I got to rule the mic
Hands down, the only one who gets it right
Now don't try a start up a fight
Cause I'mma start a riot
While im cookin' im too hot to bring a lighter
What's that? You said party there later?
I'll be at home workin'

[Hook]:
Party on Fifth Ave
I know that your tryna go
But I'll be stayin here workin on my mixtape
Rockin' to the tunes
(You got something fresh, really nice, so cool
I'll be at home rockin' to the tunes) (x2)

[Verse 2]:
And while I'm up at home I won't forget to give shoutout
Shoutout to Tone, Shoutout to Chao
And everyone in BOM, who made me feel strong
People are inspired now and sing along
To every single song that i play can make a party
Makin' sure I don't forget to bring some drinks
And of course some food, people are gettin hungry
But party's for later at 6:00 downtown
[But I'm rappin' so I can't go now (can't go now)] (x2)

[Hook x2]:
Party on Fifth Ave
I know that your tryna go
But I'll be stayin here workin on my mixtape
Rockin' to the tunes
(You got something fresh, really nice, so cool
I'll be at home rockin' to the tunes) (x2)",eastcoast
3,PA Nights,184675,49,79,Blue Slide Park,1,True,4,2011-11-15,Mac Miller,0.517,0.615,0,-6.848,0,0.231,0.413,0.0,0.101,0.235,88.933,4,"[Verse 1: Mac Miller]
Hey, 10,000 dollar hands, million dollar plan
My fam's still the only people that really know me for who I am
Damn, got me askin' when I got this fly
The type to change because of fame, I'm just not that guy
Still sippin' on my 40 when the cops drove by
When I go, gotta tell my girl to stop, don't cry
See, I-I-I been buyin' these diamonds
All designer clothes and a Benz just to drive in
Autograph signin' must've got to my head
Fuck that, I've been the same lil' mofucka
Always down to share my shit, melody with snare kick
So I don't give a fuck about some lames I rode the ferry with
My larynx is imperative to live, music's what I need, boy
Destroy all of these fake me's, they decoys
Everywhere I go, these companies give me free toys
These random strangers just treatin' me like we boys

[Hook]
Pennsylvania nights, 9:30 flights
Thinking to myself, where does all this go?
No time to care, more I can share
By now, this life is all I know
So this is all I know, this is all I know
Taught myself to walk, then got up and took flight
Hey, bullshit's always gonna be bullshit
So make a toast to the good life

[Verse 2: Mac Miller]
Hey, hey, 10,000 dollar hands, billion dollar plan
Listenin' to jams while I'm sittin' in my van
This is who I am, wrote these lyrics on my DNA code
Happy as hell, MDMA, yo!
Fuck a job, there ain't no one that I call my boss
We just tryna work so we can blow up like a molotov
And it kinda wake me up like a coffee shop
Thinkin' bout my people who was murdered in the Holocaust
Got me thankful just for life by itself
And there's way more people here I should be tryna to help
Am I wrong for spendin' money how I do, probably yes
It's just funny old people see the logo on my chest
You got ya thumb held high, we can be friends
Other people pretend, we hang out on the weekends
These fuckers lil' bit creepy, so we just leave them
Say get some rest, when I die, I'mma sleep in

[Hook]
Pennsylvania nights, 9:30 flights
Thinking to myself, where does all this go?
No time to care, more I can share
By now, this life is all I know
So this is all I know, this is all I know
Taught myself to walk, then got up and took flight
Hey, bullshit's always gonna be bullshit
So make a toast to the good life",eastcoast
